provider_id,provider_name,system_family,indicator_id,indicator_name,pillar,subpillar,indicator_value,norm_known,norm_evidence,evidence_url,evidence_excerpt
idea_research,IDEA Research,Grounding DINO,GOV1,Stakeholder advisory mechanism,Participatory governance,Stakeholder advisory mechanism,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,GOV2,Public consultation on model/policy,Participatory governance,Public consultation on model/policy,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,GOV3,Issue tracker for user feedback,Participatory governance,Issue tracker for user feedback,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,GOV4,Participatory red teaming,Participatory governance,Participatory red teaming,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,GOV5,Data rights & consent deals,Participatory governance,Data rights & consent deals,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,GOV6,Civil society partnerships,Participatory governance,Civil society partnerships,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,GOV7,Training data opt-out,Participatory governance,Training data opt-out,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,GOV8,Participatory evaluation,Participatory governance,Participatory evaluation,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,GOV9,Model policy protects vulnerable groups,Participatory governance,Model policy protects vulnerable groups,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,GOV10,Independent oversight,Participatory governance,Independent oversight,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,INC1,Supported UI languages (count),Inclusivity & diversity,Supported UI languages (count),Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,INC2,Low-resource language coverage,Inclusivity & diversity,Low-resource language coverage,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,INC3,Accessibility features,Inclusivity & diversity,Accessibility features,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,INC4,Disaggregated safety metrics,Inclusivity & diversity,Disaggregated safety metrics,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,INC5,Dataset demographic documentation,Inclusivity & diversity,Dataset demographic documentation,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,INC6,On-device / low-resource deployment,Inclusivity & diversity,On-device / low-resource deployment,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,INC7,Community co-authorship,Inclusivity & diversity,Community co-authorship,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,INC8,Equitable pricing/access,Inclusivity & diversity,Equitable pricing/access,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,INC9,Geo availability breadth,Inclusivity & diversity,Geo availability breadth,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,INC10,Safety for marginalized identities,Inclusivity & diversity,Safety for marginalized identities,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,TRA1,System/model card published,Transparency,System/model card published,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,TRA2,Training data sources disclosed,Transparency,Training data sources disclosed,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,TRA3,License is explicit & reproducible,Transparency,License is explicit & reproducible,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,TRA4,Evaluation suite & methodology,Transparency,Evaluation suite & methodology,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,TRA5,Versioned release notes/changelog,Transparency,Versioned release notes/changelog,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,TRA6,Data retention & privacy,Transparency,Data retention & privacy,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,TRA7,Safety & use policy clarity,Transparency,Safety & use policy clarity,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,TRA8,Incident/abuse transparency report,Transparency,Incident/abuse transparency report,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,TRA9,Reproducible training recipe,Transparency,Reproducible training recipe,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,TRA10,Open weights availability,Transparency,Open weights availability,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,ACC1,Bug bounty / VDP,Accountability,Bug bounty / VDP,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,ACC2,User appeals/redress,Accountability,User appeals/redress,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,ACC3,Third-party audit/assurance,Accountability,Third-party audit/assurance,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,ACC4,Independent red team evaluation,Accountability,Independent red team evaluation,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,ACC5,Regulatory compliance disclosures,Accountability,Regulatory compliance disclosures,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,ACC6,Policy enforcement evidence,Accountability,Policy enforcement evidence,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,ACC7,Data processing addendum (DPA),Accountability,Data processing addendum (DPA),Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,ACC8,Input/output logging controls,Accountability,Input/output logging controls,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,ACC9,Content provenance / watermarking,Accountability,Content provenance / watermarking,Unknown,,0.0,,
idea_research,IDEA Research,Grounding DINO,ACC10,Responsible release process,Accountability,Responsible release process,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,GOV1,Stakeholder advisory mechanism,Participatory governance,Stakeholder advisory mechanism,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,GOV2,Public consultation on model/policy,Participatory governance,Public consultation on model/policy,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,GOV3,Issue tracker for user feedback,Participatory governance,Issue tracker for user feedback,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,GOV4,Participatory red teaming,Participatory governance,Participatory red teaming,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,GOV5,Data rights & consent deals,Participatory governance,Data rights & consent deals,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,GOV6,Civil society partnerships,Participatory governance,Civil society partnerships,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,GOV7,Training data opt-out,Participatory governance,Training data opt-out,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,GOV8,Participatory evaluation,Participatory governance,Participatory evaluation,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,GOV9,Model policy protects vulnerable groups,Participatory governance,Model policy protects vulnerable groups,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,GOV10,Independent oversight,Participatory governance,Independent oversight,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,INC1,Supported UI languages (count),Inclusivity & diversity,Supported UI languages (count),Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,INC2,Low-resource language coverage,Inclusivity & diversity,Low-resource language coverage,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,INC3,Accessibility features,Inclusivity & diversity,Accessibility features,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,INC4,Disaggregated safety metrics,Inclusivity & diversity,Disaggregated safety metrics,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,INC5,Dataset demographic documentation,Inclusivity & diversity,Dataset demographic documentation,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,INC6,On-device / low-resource deployment,Inclusivity & diversity,On-device / low-resource deployment,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,INC7,Community co-authorship,Inclusivity & diversity,Community co-authorship,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,INC8,Equitable pricing/access,Inclusivity & diversity,Equitable pricing/access,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,INC9,Geo availability breadth,Inclusivity & diversity,Geo availability breadth,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,INC10,Safety for marginalized identities,Inclusivity & diversity,Safety for marginalized identities,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,TRA1,System/model card published,Transparency,System/model card published,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,TRA2,Training data sources disclosed,Transparency,Training data sources disclosed,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,TRA3,License is explicit & reproducible,Transparency,License is explicit & reproducible,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,TRA4,Evaluation suite & methodology,Transparency,Evaluation suite & methodology,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,TRA5,Versioned release notes/changelog,Transparency,Versioned release notes/changelog,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,TRA6,Data retention & privacy,Transparency,Data retention & privacy,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,TRA7,Safety & use policy clarity,Transparency,Safety & use policy clarity,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,TRA8,Incident/abuse transparency report,Transparency,Incident/abuse transparency report,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,TRA9,Reproducible training recipe,Transparency,Reproducible training recipe,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,TRA10,Open weights availability,Transparency,Open weights availability,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,ACC1,Bug bounty / VDP,Accountability,Bug bounty / VDP,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,ACC2,User appeals/redress,Accountability,User appeals/redress,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,ACC3,Third-party audit/assurance,Accountability,Third-party audit/assurance,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,ACC4,Independent red team evaluation,Accountability,Independent red team evaluation,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,ACC5,Regulatory compliance disclosures,Accountability,Regulatory compliance disclosures,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,ACC6,Policy enforcement evidence,Accountability,Policy enforcement evidence,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,ACC7,Data processing addendum (DPA),Accountability,Data processing addendum (DPA),Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,ACC8,Input/output logging controls,Accountability,Input/output logging controls,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,ACC9,Content provenance / watermarking,Accountability,Content provenance / watermarking,Unknown,,0.0,,
openflamingo,OpenFlamingo (LAION/AllenAI),OpenFlamingo,ACC10,Responsible release process,Accountability,Responsible release process,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,GOV1,Stakeholder advisory mechanism,Participatory governance,Stakeholder advisory mechanism,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,GOV2,Public consultation on model/policy,Participatory governance,Public consultation on model/policy,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,GOV3,Issue tracker for user feedback,Participatory governance,Issue tracker for user feedback,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,GOV4,Participatory red teaming,Participatory governance,Participatory red teaming,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,GOV5,Data rights & consent deals,Participatory governance,Data rights & consent deals,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,GOV6,Civil society partnerships,Participatory governance,Civil society partnerships,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,GOV7,Training data opt-out,Participatory governance,Training data opt-out,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,GOV8,Participatory evaluation,Participatory governance,Participatory evaluation,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,GOV9,Model policy protects vulnerable groups,Participatory governance,Model policy protects vulnerable groups,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,GOV10,Independent oversight,Participatory governance,Independent oversight,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,INC1,Supported UI languages (count),Inclusivity & diversity,Supported UI languages (count),Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,INC2,Low-resource language coverage,Inclusivity & diversity,Low-resource language coverage,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,INC3,Accessibility features,Inclusivity & diversity,Accessibility features,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,INC4,Disaggregated safety metrics,Inclusivity & diversity,Disaggregated safety metrics,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,INC5,Dataset demographic documentation,Inclusivity & diversity,Dataset demographic documentation,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,INC6,On-device / low-resource deployment,Inclusivity & diversity,On-device / low-resource deployment,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,INC7,Community co-authorship,Inclusivity & diversity,Community co-authorship,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,INC8,Equitable pricing/access,Inclusivity & diversity,Equitable pricing/access,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,INC9,Geo availability breadth,Inclusivity & diversity,Geo availability breadth,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,INC10,Safety for marginalized identities,Inclusivity & diversity,Safety for marginalized identities,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,TRA1,System/model card published,Transparency,System/model card published,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,TRA2,Training data sources disclosed,Transparency,Training data sources disclosed,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,TRA3,License is explicit & reproducible,Transparency,License is explicit & reproducible,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,TRA4,Evaluation suite & methodology,Transparency,Evaluation suite & methodology,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,TRA5,Versioned release notes/changelog,Transparency,Versioned release notes/changelog,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,TRA6,Data retention & privacy,Transparency,Data retention & privacy,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,TRA7,Safety & use policy clarity,Transparency,Safety & use policy clarity,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,TRA8,Incident/abuse transparency report,Transparency,Incident/abuse transparency report,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,TRA9,Reproducible training recipe,Transparency,Reproducible training recipe,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,TRA10,Open weights availability,Transparency,Open weights availability,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,ACC1,Bug bounty / VDP,Accountability,Bug bounty / VDP,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,ACC2,User appeals/redress,Accountability,User appeals/redress,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,ACC3,Third-party audit/assurance,Accountability,Third-party audit/assurance,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,ACC4,Independent red team evaluation,Accountability,Independent red team evaluation,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,ACC5,Regulatory compliance disclosures,Accountability,Regulatory compliance disclosures,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,ACC6,Policy enforcement evidence,Accountability,Policy enforcement evidence,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,ACC7,Data processing addendum (DPA),Accountability,Data processing addendum (DPA),Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,ACC8,Input/output logging controls,Accountability,Input/output logging controls,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,ACC9,Content provenance / watermarking,Accountability,Content provenance / watermarking,Unknown,,0.0,,
turkunlp,TurkuNLP (University of Turku),FinBERT,ACC10,Responsible release process,Accountability,Responsible release process,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,GOV1,Stakeholder advisory mechanism,Participatory governance,Stakeholder advisory mechanism,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,GOV2,Public consultation on model/policy,Participatory governance,Public consultation on model/policy,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,GOV3,Issue tracker for user feedback,Participatory governance,Issue tracker for user feedback,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,GOV4,Participatory red teaming,Participatory governance,Participatory red teaming,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,GOV5,Data rights & consent deals,Participatory governance,Data rights & consent deals,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,GOV6,Civil society partnerships,Participatory governance,Civil society partnerships,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,GOV7,Training data opt-out,Participatory governance,Training data opt-out,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,GOV8,Participatory evaluation,Participatory governance,Participatory evaluation,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,GOV9,Model policy protects vulnerable groups,Participatory governance,Model policy protects vulnerable groups,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,GOV10,Independent oversight,Participatory governance,Independent oversight,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,INC1,Supported UI languages (count),Inclusivity & diversity,Supported UI languages (count),Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,INC2,Low-resource language coverage,Inclusivity & diversity,Low-resource language coverage,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,INC3,Accessibility features,Inclusivity & diversity,Accessibility features,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,INC4,Disaggregated safety metrics,Inclusivity & diversity,Disaggregated safety metrics,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,INC5,Dataset demographic documentation,Inclusivity & diversity,Dataset demographic documentation,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,INC6,On-device / low-resource deployment,Inclusivity & diversity,On-device / low-resource deployment,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,INC7,Community co-authorship,Inclusivity & diversity,Community co-authorship,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,INC8,Equitable pricing/access,Inclusivity & diversity,Equitable pricing/access,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,INC9,Geo availability breadth,Inclusivity & diversity,Geo availability breadth,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,INC10,Safety for marginalized identities,Inclusivity & diversity,Safety for marginalized identities,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,TRA1,System/model card published,Transparency,System/model card published,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,TRA2,Training data sources disclosed,Transparency,Training data sources disclosed,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,TRA3,License is explicit & reproducible,Transparency,License is explicit & reproducible,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,TRA4,Evaluation suite & methodology,Transparency,Evaluation suite & methodology,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,TRA5,Versioned release notes/changelog,Transparency,Versioned release notes/changelog,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,TRA6,Data retention & privacy,Transparency,Data retention & privacy,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,TRA7,Safety & use policy clarity,Transparency,Safety & use policy clarity,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,TRA8,Incident/abuse transparency report,Transparency,Incident/abuse transparency report,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,TRA9,Reproducible training recipe,Transparency,Reproducible training recipe,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,TRA10,Open weights availability,Transparency,Open weights availability,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,ACC1,Bug bounty / VDP,Accountability,Bug bounty / VDP,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,ACC2,User appeals/redress,Accountability,User appeals/redress,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,ACC3,Third-party audit/assurance,Accountability,Third-party audit/assurance,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,ACC4,Independent red team evaluation,Accountability,Independent red team evaluation,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,ACC5,Regulatory compliance disclosures,Accountability,Regulatory compliance disclosures,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,ACC6,Policy enforcement evidence,Accountability,Policy enforcement evidence,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,ACC7,Data processing addendum (DPA),Accountability,Data processing addendum (DPA),Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,ACC8,Input/output logging controls,Accountability,Input/output logging controls,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,ACC9,Content provenance / watermarking,Accountability,Content provenance / watermarking,Unknown,,0.0,,
uio_nlp,University of Oslo NLP,NorBERT,ACC10,Responsible release process,Accountability,Responsible release process,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,GOV1,Stakeholder advisory mechanism,Participatory governance,Stakeholder advisory mechanism,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,GOV2,Public consultation on model/policy,Participatory governance,Public consultation on model/policy,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,GOV3,Issue tracker for user feedback,Participatory governance,Issue tracker for user feedback,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,GOV4,Participatory red teaming,Participatory governance,Participatory red teaming,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,GOV5,Data rights & consent deals,Participatory governance,Data rights & consent deals,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,GOV6,Civil society partnerships,Participatory governance,Civil society partnerships,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,GOV7,Training data opt-out,Participatory governance,Training data opt-out,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,GOV8,Participatory evaluation,Participatory governance,Participatory evaluation,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,GOV9,Model policy protects vulnerable groups,Participatory governance,Model policy protects vulnerable groups,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,GOV10,Independent oversight,Participatory governance,Independent oversight,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,INC1,Supported UI languages (count),Inclusivity & diversity,Supported UI languages (count),Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,INC2,Low-resource language coverage,Inclusivity & diversity,Low-resource language coverage,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,INC3,Accessibility features,Inclusivity & diversity,Accessibility features,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,INC4,Disaggregated safety metrics,Inclusivity & diversity,Disaggregated safety metrics,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,INC5,Dataset demographic documentation,Inclusivity & diversity,Dataset demographic documentation,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,INC6,On-device / low-resource deployment,Inclusivity & diversity,On-device / low-resource deployment,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,INC7,Community co-authorship,Inclusivity & diversity,Community co-authorship,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,INC8,Equitable pricing/access,Inclusivity & diversity,Equitable pricing/access,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,INC9,Geo availability breadth,Inclusivity & diversity,Geo availability breadth,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,INC10,Safety for marginalized identities,Inclusivity & diversity,Safety for marginalized identities,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,TRA1,System/model card published,Transparency,System/model card published,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,TRA2,Training data sources disclosed,Transparency,Training data sources disclosed,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,TRA3,License is explicit & reproducible,Transparency,License is explicit & reproducible,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,TRA4,Evaluation suite & methodology,Transparency,Evaluation suite & methodology,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,TRA5,Versioned release notes/changelog,Transparency,Versioned release notes/changelog,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,TRA6,Data retention & privacy,Transparency,Data retention & privacy,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,TRA7,Safety & use policy clarity,Transparency,Safety & use policy clarity,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,TRA8,Incident/abuse transparency report,Transparency,Incident/abuse transparency report,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,TRA9,Reproducible training recipe,Transparency,Reproducible training recipe,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,TRA10,Open weights availability,Transparency,Open weights availability,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,ACC1,Bug bounty / VDP,Accountability,Bug bounty / VDP,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,ACC2,User appeals/redress,Accountability,User appeals/redress,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,ACC3,Third-party audit/assurance,Accountability,Third-party audit/assurance,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,ACC4,Independent red team evaluation,Accountability,Independent red team evaluation,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,ACC5,Regulatory compliance disclosures,Accountability,Regulatory compliance disclosures,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,ACC6,Policy enforcement evidence,Accountability,Policy enforcement evidence,Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,ACC7,Data processing addendum (DPA),Accountability,Data processing addendum (DPA),Unknown,,0.0,,
helsinki_nlp,Helsinki-NLP,OPUS-MT,ACC8,Input/output logging controls,Accountability,Input/output logging controls,Unknown,,0.0,,
